timeEnter,htf_tf,htf_epoch,side,entry,stop,target,qty,exit,reason,pnl
2024-08-06 20:00:00,2H,1722974400,LONG,94483.7516,93818.947,95813.36080000001,0.1504201384888124,95813.36080000001,TARGET,200
2024-08-07 14:00:00,2H,1723039200,SHORT,92572.9879,92921.5319,91875.89989999997,0.29264597869995573,91875.89989999997,TARGET,204
2024-08-07 16:00:00,2H,1723046400,LONG,92771.6101,92373.8372,93567.15590000003,0.26155627997783953,93567.15590000003,TARGET,208.08
2024-08-08 02:05:00,2H,1723082400,LONG,93702.3597,93528.609,94049.86110000001,0.6107647336096917,94049.86110000001,TARGET,212.2416
2024-08-08 06:05:00,2H,1723096800,SHORT,95483.9255,95882.7331,94686.3103,0.27141713447787846,94686.3103,TARGET,216.48643199999998
2024-08-09 06:00:00,2H,1723183200,SHORT,97923.0015,98228.9978,97311.0089,0.36081508279675406,97311.0089,TARGET,220.81616064
2024-08-11 02:05:00,2H,1723341600,SHORT,85190.7566,85542.9062,84486.45739999998,0.3197965919211569,84486.45739999998,TARGET,225.23248385280002
2024-08-12 18:20:00,2H,1723485600,LONG,89236.6253,88548.9605,90611.9549,0.16704151028950184,90611.9549,TARGET,229.737133529856
2024-08-13 06:00:00,2H,1723528800,LONG,88758.497,88461.9078,89351.67540000001,0.39504451982818556,89351.67540000001,TARGET,234.3318762004531
2024-08-13 08:00:00,2H,1723536000,SHORT,89578.9151,89998.3181,88740.10909999999,0.2849508870042166,88740.10909999999,TARGET,239.01851372446217
2024-08-15 10:10:00,2H,1723716000,SHORT,89088.1289,89508.5074,88247.37189999998,0.2899754435573511,88247.37189999998,TARGET,243.79888399895142
2024-08-15 16:05:00,2H,1723737600,SHORT,87899.5941,88143.6494,87411.48350000002,0.509464169962582,87411.48350000002,TARGET,248.67486167893048
2024-08-17 04:00:00,2H,1723867200,LONG,89810.2656,89567.849,90295.09879999999,0.5231662330725544,90295.09879999999,TARGET,253.64835891250905
2024-08-17 10:15:00,2H,1723888800,LONG,90473.5469,89986.2531,91448.1345,0.2654674921892701,91448.1345,TARGET,258.72132609075925
2024-08-19 06:05:00,2H,1724047200,LONG,99993.3249,99212.548,101554.87870000003,0.16899562001166432,101554.87870000003,TARGET,263.8957526125744
2024-08-20 10:05:00,2H,1724148000,SHORT,104020.3102,104369.6924,103321.54580000002,0.38521376828131415,103321.54580000002,TARGET,269.1736676648259
2024-08-20 14:00:00,2H,1724162400,LONG,102408.5491,101745.8377,103733.9719,0.20714683723421867,101745.8377,STOP,-137.2785705090612
2024-08-21 02:05:00,2H,1724205600,SHORT,102459.4162,103313.1093,100752.03000000003,0.15919747366351242,100752.03000000003,TARGET,271.8115696079412
2024-08-23 22:00:00,2H,1724450400,LONG,138870.7398,138687.7431,139236.73320000005,0.7575213132260662,139236.73320000005,TARGET,277.2478010001
2024-08-24 14:00:00,2H,1724508000,SHORT,140771.5477,141623.534,139067.57509999996,0.16596085935894497,139067.57509999996,TARGET,282.792757020102
2024-08-27 08:05:00,2H,1724745600,SHORT,133112.6391,133679.5833,131978.7507,0.2543888906178995,131978.7507,TARGET,288.44861216050407
2024-09-10 20:05:00,2H,1725998400,SHORT,136403.7057,136843.463,135524.1911,0.3345226837663819,135524.1911,TARGET,294.21758440371417
2024-09-11 12:10:00,2H,1726056000,LONG,135544.3028,135298.3925,136036.12340000004,0.6101857793101119,136036.12340000004,TARGET,300.10193609178845
2024-09-14 14:05:00,2H,1726322400,LONG,135817.3621,135323.8747,136804.33690000002,0.3101436579876369,136804.33690000002,TARGET,306.1039748136242
2024-09-15 08:15:00,2H,1726387200,SHORT,137608.1861,138287.2715,136250.01529999997,0.22988717936646239,136250.01529999997,TARGET,312.2260543098967
2024-09-15 14:05:00,2H,1726408800,LONG,135378.699,135007.5638,136120.96939999997,0.42904927287428335,136120.96939999997,TARGET,318.4705753960946
2024-09-16 10:00:00,2H,1726480800,SHORT,135597.1725,135957.2993,134876.91889999993,0.45100779351049675,134876.91889999993,TARGET,324.83998690401654
2024-09-16 22:05:00,2H,1726524000,SHORT,129495.0435,130262.2384,127960.6537,0.21594042572630234,127960.6537,TARGET,331.33678664209685
2024-09-20 02:05:00,2H,1726797600,LONG,126724.817,125745.8629,128682.7252,0.17261459059977266,128682.7252,TARGET,337.96352237493875
2024-09-20 06:25:00,2H,1726812000,LONG,128703.6223,127798.2179,130514.4311,0.19036951489435977,127798.2179,STOP,-172.36139641121878
2024-09-22 22:00:00,2H,1727042400,SHORT,122812.9684,123168.3586,122102.18799999998,0.4801420591988814,122102.18799999998,TARGET,341.2755648942132
2024-09-23 02:05:00,2H,1727056800,SHORT,123663.058,124040.8377,122907.4986,0.46071966835711164,122907.4986,TARGET,348.1010761920975
2024-09-24 04:05:00,2H,1727150400,LONG,121170.9905,119931.0276,123650.9163,0.1431748876179843,123650.9163,TARGET,355.0630977159394
2024-09-24 12:10:00,2H,1727179200,SHORT,121073.3902,121548.1135,120123.94359999997,0.381447845166067,120123.94359999997,TARGET,362.1643596702582
2024-09-25 16:00:00,2H,1727280000,LONG,120511.1179,120220.6547,121092.0443,0.6358940596668795,121092.0443,TARGET,369.4076468636634
2024-09-26 06:00:00,2H,1727330400,SHORT,120452.4641,120972.3496,119412.69309999999,0.36238344770236314,119412.69309999999,TARGET,376.79579980093666
2024-10-11 00:00:00,2H,1728604800,LONG,108734.4208,108126.6707,109949.92100000002,0.316192227526538,109949.92100000002,TARGET,384.3317157969554
2024-10-14 16:00:00,2H,1728921600,LONG,108596.3055,108271.3998,109246.11690000001,0.6032801980896163,109246.11690000001,TARGET,392.0183501128945
2024-10-16 02:05:00,2H,1729044000,LONG,121542.1802,121163.5496,122299.44140000001,0.52803275424008,122299.44140000001,TARGET,399.85871711515233
2024-10-17 00:00:00,2H,1729123200,SHORT,121655.1828,121795.8578,121373.83279999999,1.4496388535896465,121373.83279999999,TARGET,407.85589145745547
2024-10-17 16:05:00,2H,1729180800,SHORT,115499.2759,115742.9239,115011.97989999999,0.8537172668903558,115011.97989999999,TARGET,416.0130092866046
2024-10-19 02:05:00,2H,1729303200,SHORT,110718.3572,111211.2608,109732.54999999999,0.4304424531209879,109732.54999999999,TARGET,424.3332694723367
2024-10-19 10:00:00,2H,1729332000,SHORT,110245.434,110726.4643,109283.37339999997,0.4498884320403222,109283.37339999997,TARGET,432.8199348617834
2024-10-20 12:05:00,2H,1729425600,LONG,110997.7601,110582.362,111828.55630000001,0.531389447326568,111828.55630000001,TARGET,441.476333559019
2024-10-22 10:05:00,2H,1729591200,SHORT,113234.1633,113571.2852,112559.9195,0.6678680029837897,112559.9195,TARGET,450.3058602301994
2024-10-22 16:05:00,2H,1729612800,SHORT,111525.4437,112192.0223,110192.28650000002,0.34452949542245126,110192.28650000002,TARGET,459.31197743480345
2024-10-24 12:05:00,2H,1729771200,LONG,107175.9924,106444.6822,108638.61280000002,0.3203142913797011,108638.61280000002,TARGET,468.49821698349956
2024-10-25 02:00:00,2H,1729821600,LONG,108710.7246,108258.8999,109614.374,0.5288203382010459,109614.374,TARGET,477.86818132316944
2024-10-26 00:05:00,2H,1729900800,LONG,109226.3047,108780.0982,110118.7177,0.5461883062546519,110118.7177,TARGET,487.42554494963287
2024-10-26 08:05:00,2H,1729929600,LONG,111640.2498,111231.737,112457.27540000003,0.6085171087033402,112457.27540000003,TARGET,497.1740558486255
2024-11-09 20:00:00,2H,1731182400,SHORT,104189.5908,104486.2656,103596.24120000002,0.8546690466558153,103596.24120000002,TARGET,507.1175369655981
2024-11-15 10:00:00,2H,1731664800,LONG,87388.0987,87150.6965,87862.9031,1.0894167950105706,87862.9031,TARGET,517.25988770491
2024-11-16 04:00:00,2H,1731729600,SHORT,88748.698,89057.5741,88130.94580000002,0.8540723698904163,88130.94580000002,TARGET,527.6050854590083
2024-11-16 18:05:00,2H,1731780000,SHORT,86840.512,87112.2995,86296.93700000002,0.9900329985157628,86296.93700000002,TARGET,538.1571871681884
2024-11-18 00:00:00,2H,1731888000,LONG,81779.1099,81449.5632,82438.20329999998,0.8328414924372873,82438.20329999998,TARGET,548.9203309115521
2024-11-18 08:05:00,2H,1731916800,SHORT,83006.8914,83212.381,82595.91219999999,1.3623529792499984,82595.91219999999,TARGET,559.8987375297831
2024-11-19 12:00:00,2H,1732017600,LONG,83113.3216,82934.3898,83471.18519999998,1.5958502409309214,83471.18519999998,TARGET,571.0967122803788
2024-11-21 10:00:00,2H,1732183200,SHORT,83617.7192,84164.9398,82523.27800000003,0.5322521178168378,82523.27800000003,TARGET,582.5186465259865
2024-11-23 06:00:00,2H,1732341600,LONG,86735.5723,86148.9411,87908.8347,0.5064246663461666,86148.9411,STOP,-297.08450972825307
2024-11-23 09:55:00,2H,1732348800,SHORT,85979.3427,87886.249,82165.53009999999,0.15423603384758347,82165.53009999999,TARGET,588.227329261941
2024-11-25 12:00:00,2H,1732536000,SHORT,83332.4329,83627.7505,82741.79770000001,1.015841717268443,82741.79770000001,TARGET,599.9918758471799
2024-12-08 20:00:00,2H,1733688000,LONG,100800.5642,100387.6837,101626.32519999999,0.7411245061998866,101626.32519999999,TARGET,611.9917133641235
2024-12-09 18:00:00,2H,1733767200,SHORT,104271.2526,104422.5085,103968.74080000003,2.0634948707172764,103968.74080000003,TARGET,624.231547631406
2024-12-09 20:00:00,2H,1733774400,LONG,104298.0551,104043.4205,104807.32430000001,1.2502546366126637,104807.32430000001,TARGET,636.7161785840341
2024-12-10 02:10:00,2H,1733796000,SHORT,103993.1897,104327.5974,103324.37430000001,0.9710459749517165,103324.37430000001,TARGET,649.4505021557147
2024-12-10 16:00:00,2H,1733846400,LONG,101783.5408,101602.7508,102145.12080000002,1.832069008791413,102145.12080000002,TARGET,662.439512198829
2024-12-12 16:00:00,2H,1734019200,SHORT,100985.3721,101272.042,100412.03229999998,1.1785128163835592,100412.03229999998,TARGET,675.6883024428056
2024-12-15 04:05:00,2H,1734235200,LONG,101050.8009,100741.0308,101670.34110000002,1.112441240280521,101670.34110000002,TARGET,689.2020684916617
2024-12-15 14:00:00,2H,1734271200,LONG,100841.1555,100533.9822,101455.50209999998,1.144282575766687,101455.50209999998,TARGET,702.9861098614949
2024-12-16 18:00:00,2H,1734372000,LONG,99641.5174,98940.4098,101043.7326,0.5113664664729934,101043.7326,TARGET,717.0458320587248
2024-12-17 02:00:00,2H,1734400800,LONG,102869.785,102607.1399,103395.07520000002,1.3923479796498675,103395.07520000002,TARGET,731.3867486998994
2024-12-17 10:00:00,2H,1734429600,LONG,104011.7378,103619.3325,104796.5484,0.9505662686945107,104796.5484,TARGET,746.0144836738973
2024-12-18 00:00:00,2H,1734480000,LONG,102971.3643,102277.1646,104359.7637,0.5480661928745995,104359.7637,TARGET,760.9347733473753
2024-12-18 08:00:00,2H,1734508800,LONG,104646.8902,103807.224,106326.22259999998,0.46217977382817715,103807.224,STOP,-388.07673440716144
2024-12-19 08:00:00,2H,1734595200,LONG,106607.7874,106242.0241,107339.31400000001,1.0503950698801205,107339.31400000001,TARGET,768.3919341261795
2024-12-20 02:05:00,2H,1734660000,SHORT,107960.4454,108412.3828,107056.57059999998,0.8671109901600157,107056.57059999998,TARGET,783.7597728087031
2024-12-21 16:00:00,2H,1734796800,SHORT,100266.1158,100555.7555,99686.8364,1.3800507462631644,99686.8364,TARGET,799.4349682648773
2024-12-22 12:00:00,2H,1734868800,LONG,103651.9203,103425.268,104105.2249,1.7988426934784452,104105.2249,TARGET,815.4236676301748
2024-12-22 18:00:00,2H,1734890400,LONG,104833.5623,104098.9529,106302.78110000001,0.5661050219223828,106302.78110000001,TARGET,831.7321409827782
2024-12-23 06:00:00,2H,1734933600,SHORT,103651.2691,104093.6735,102766.4603,0.9588136824616063,102766.4603,TARGET,848.3667838024338
2024-12-24 22:00:00,2H,1735077600,SHORT,95947.6996,96229.0046,95385.08960000002,1.538070989634923,95385.08960000002,TARGET,865.3341194784825
2024-12-25 10:15:00,2H,1735120800,SHORT,97276.9453,97686.1253,96458.58530000002,1.0785483184271802,96458.58530000002,TARGET,882.6408018680521
2024-12-26 00:05:00,2H,1735171200,SHORT,94008.5938,94457.8477,93110.08600000001,1.0019875374542335,93494.5081,FORCE_CLOSE_END,515.1074645834318